Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,,,,, 
B-38617,342,-154,7,Furniture,Furnishings,Debit Card,,,,,
B-38618,344,-34,3,Clothing,Saree,Debit Card,,,,,
B-38619,345,38,7,Clothing,Hankerchief,Debit Card,,,,,
B-38620,46,0,2,Electronics,Electronic Games,COD,,,,,
B-38621,255,74,5,Clothing,Hankerchief,COD,,,,,
B-38622,360,32,3,Clothing,Saree,UPI,,,,,
B-38623,372,59,3,Electronics,Printers,UPI,,,,,
B-38624,61,30,2,Clothing,Hankerchief,UPI,,,,,
B-38625,42,12,5,Clothing,Hankerchief,COD,,,,,
B-38626,42,-26,2,Clothing,Kurti,COD,,,,,
B-38627,61,25,4,Clothing,Saree,UPI,,,,,
B-38628,41,11,6,Clothing,Hankerchief,COD,,,,,
B-38629,40,13,3,Clothing,T-shirt,COD,,,,,
B-38630,59,21,2,Clothing,Stole,UPI,,,,,
B-38631,57,27,2,Clothing,Shirt,UPI,,,,,
B-38632,17,6,1,Clothing,Stole,UPI,,,,,
B-38633,40,10,2,Clothing,Stole,COD,,,,,
B-38634,349,-24,2,Clothing,Saree,Debit Card,,,,,
B-38635,335,-22,7,Furniture,Chairs,UPI,,,,,
B-38636,40,16,3,Clothing,Hankerchief,COD,,,,,
B-38637,40,17,2,Clothing,Stole,COD,,,,,
B-38638,40,-7,3,Clothing,Stole,COD,,,,,
B-38639,352,74,8,Clothing,Stole,Debit Card,,,,,
B-38640,55,-26,4,Clothing,Saree,UPI,,,,,
B-38641,352,18,5,Clothing,Trousers,Debit Card,,,,,
B-38642,53,-18,4,Clothing,T-shirt,UPI,,,,,
B-38643,51,7,2,Furniture,Furnishings,UPI,,,,,
B-38644,40,-37,3,Clothing,Stole,COD,,,,,
B-38645,39,14,5,Clothing,Leggings,COD,,,,,
B-38646,355,-4,2,Clothing,Saree,Debit Card,,,,,
B-38647,357,139,2,Clothing,Saree,Debit Card,,,,,
B-38648,38,18,1,Clothing,Kurti,COD,,,,,
B-38649,38,9,2,Clothing,Stole,COD,,,,,
B-38650,141,10,4,Clothing,Shirt,UPI,,,,,
B-38651,36,4,9,Clothing,Hankerchief,COD,,,,,
B-38652,351,-94,5,Electronics,Electronic Games,COD,,,,,
B-38653,369,15,3,Electronics,Electronic Games,Debit Card,,,,,
B-38654,53,24,6,Clothing,Hankerchief,EMI,,,,,
B-38655,371,115,1,Furniture,Bookcases,Debit Card,,,,,
B-38656,499,33,4,Clothing,Saree,COD,,,,,
B-38657,223,62,7,Clothing,Shirt,COD,,,,,
B-38658,50,-4,6,Clothing,T-shirt,EMI,,,,,
B-38659,391,90,6,Electronics,Phones,Debit Card,,,,,
B-38660,416,137,3,Electronics,Phones,Debit Card,,,,,
B-38661,424,-17,9,Furniture,Chairs,Debit Card,,,,,
B-38662,362,127,1,Furniture,Bookcases,COD,,,,,
B-38663,36,-7,1,Electronics,Electronic Games,COD,,,,,
B-38664,34,-10,3,Clothing,Skirt,COD,,,,,
B-38665,367,73,3,Electronics,Electronic Games,UPI,,,,,
B-38666,425,208,7,Clothing,Saree,Debit Card,,,,,
B-38667,433,26,3,Electronics,Printers,Debit Card,,,,,
B-38668,460,31,3,Furniture,Bookcases,Debit Card,,,,,
B-38669,62,-56,5,Clothing,Kurti,COD,,,,,
B-38670,50,16,1,Clothing,Stole,EMI,,,,,
B-38671,460,-143,3,Furniture,Chairs,Debit Card,,,,,
B-38672,34,3,3,Clothing,Saree,COD,,,,,
B-38673,227,59,2,Furniture,Furnishings,UPI,,,,,
B-38674,469,33,4,Electronics,Electronic Games,Debit Card,,,,,
B-38675,103,46,2,Clothing,Saree,UPI,,,,,
B-38676,34,-13,5,Clothing,Leggings,COD,,,,,
B-38677,137,63,3,Clothing,Stole,COD,,,,,
B-38678,34,12,2,Clothing,Stole,COD,,,,,
B-38679,474,56,4,Electronics,Phones,Debit Card,,,,,
B-38680,50,3,2,Clothing,Stole,EMI,,,,,
B-38681,69,-67,4,Clothing,Kurti,UPI,,,,,
B-38682,389,-83,3,Furniture,Chairs,UPI,,,,,
B-38683,77,-43,8,Clothing,Stole,COD,,,,,
B-38684,51,21,3,Clothing,T-shirt,COD,,,,,
B-38685,394,146,2,Furniture,Bookcases,UPI,,,,,
B-38686,48,-22,2,Clothing,Saree,EMI,,,,,
B-38687,34,-12,5,Clothing,Leggings,COD,,,,,
B-38688,484,28,3,Electronics,Printers,Debit Card,,,,,
B-38689,47,-27,4,Clothing,Saree,EMI,,,,,
B-38690,45,8,4,Clothing,Skirt,EMI,,,,,
B-38691,128,55,1,Clothing,Saree,COD,,,,,
B-38692,669,74,5,Furniture,Bookcases,COD,,,,,
B-38693,34,13,2,Clothing,Saree,COD,,,,,
B-38694,44,14,3,Clothing,Hankerchief,Credit Card,,,,,
B-38695,33,1,2,Clothing,Shirt,COD,,,,,
B-38696,33,10,3,Clothing,Hankerchief,COD,,,,,
B-38697,487,-23,3,Electronics,Printers,Debit Card,,,,,
B-38698,497,179,3,Furniture,Chairs,Debit Card,,,,,
B-38699,508,203,2,Electronics,Accessories,Debit Card,,,,,
B-38700,524,-25,2,Electronics,Electronic Games,Debit Card,,,,,
B-38701,425,183,5,Electronics,Accessories,UPI,,,,,
B-38702,168,56,3,Clothing,Saree,COD,,,,,
B-38703,141,28,7,Furniture,Furnishings,UPI,,,,,
B-38704,429,17,3,Furniture,Chairs,UPI,,,,,
B-38705,44,-8,3,Clothing,Stole,Credit Card,,,,,
B-38706,149,136,3,Clothing,Stole,UPI,,,,,
B-38707,44,-34,3,Clothing,Stole,Credit Card,,,,,
B-38708,33,10,3,Clothing,Hankerchief,COD,,,,,
B-38709,33,9,2,Clothing,Hankerchief,COD,,,,,
B-38710,442,31,2,Electronics,Electronic Games,UPI,,,,,
B-38711,41,6,5,Clothing,Skirt,Credit Card,,,,,
B-38712,33,-12,5,Clothing,Hankerchief,COD,,,,,
B-38713,32,3,8,Clothing,Hankerchief,COD,,,,,
B-38714,32,6,3,Clothing,Shirt,COD,,,,,
B-38715,179,77,1,Clothing,Saree,UPI,,,,,
B-38716,31,10,1,Clothing,Kurti,COD,,,,,
B-38717,140,68,5,Clothing,T-shirt,COD,,,,,
B-38718,529,137,3,Electronics,Phones,Debit Card,,,,,
B-38719,534,0,3,Clothing,Saree,Debit Card,,,,,
B-38720,41,-6,1,Furniture,Chairs,Credit Card,,,,,
B-38721,379,63,2,Clothing,Saree,COD,,,,,
B-38722,81,-44,3,Clothing,Stole,COD,,,,,
B-38723,40,-33,5,Clothing,Hankerchief,Credit Card,,,,,
B-38724,40,18,1,Electronics,Accessories,Credit Card,,,,,
B-38725,534,0,3,Clothing,Saree,Debit Card,,,,,
B-38726,31,9,2,Clothing,Hankerchief,COD,,,,,
B-38727,473,-113,9,Clothing,Hankerchief,UPI,,,,,
B-38728,31,-10,3,Clothing,Skirt,COD,,,,,
B-38729,31,-3,4,Clothing,Saree,COD,,,,,
B-38730,91,15,6,Clothing,T-shirt,UPI,,,,,
B-38731,30,-25,2,Clothing,T-shirt,COD,,,,,
B-38732,30,6,1,Clothing,T-shirt,COD,,,,,
B-38733,40,0,3,Clothing,Saree,Credit Card,,,,,
B-38734,534,5,2,Electronics,Electronic Games,Debit Card,,,,,
B-38735,539,-146,7,Furniture,Furnishings,Debit Card,,,,,
B-38736,490,-128,8,Furniture,Bookcases,UPI,,,,,
B-38737,163,81,2,Electronics,Accessories,COD,,,,,
B-38738,184,85,6,Clothing,T-shirt,UPI,,,,,
B-38739,494,54,4,Furniture,Bookcases,COD,,,,,
B-38740,30,11,5,Clothing,Hankerchief,COD,,,,,
B-38741,30,0,1,Clothing,Kurti,COD,,,,,
B-38742,39,-18,2,Clothing,Leggings,Credit Card,,,,,
B-38743,1700,85,3,Clothing,Trousers,COD,,,,,
B-38744,332,-43,6,Electronics,Phones,UPI,,,,,
B-38745,436,131,9,Clothing,Hankerchief,UPI,,,,,
B-38746,30,-5,2,Furniture,Furnishings,COD,,,,,
B-38747,30,-10,2,Clothing,Stole,COD,,,,,
B-38748,38,-13,3,Clothing,Stole,Credit Card,,,,,
B-38749,511,194,3,Furniture,Chairs,UPI,,,,,
B-38750,37,-53,3,Clothing,Saree,Credit Card,,,,,
B-38751,513,215,2,Electronics,Accessories,COD,,,,,
B-38752,516,69,4,Furniture,Bookcases,UPI,,,,,
B-38753,559,-19,2,Clothing,Trousers,Debit Card,,,,,
B-38754,29,-10,3,Clothing,Skirt,COD,,,,,
B-38755,148,52,5,Clothing,Stole,UPI,,,,,
B-38756,559,-174,2,Electronics,Electronic Games,Debit Card,,,,,
B-38757,527,26,3,Electronics,Electronic Games,COD,,,,,
B-38758,560,44,3,Clothing,Saree,Debit Card,,,,,
B-38759,571,108,12,Clothing,Stole,Debit Card,,,,,
B-38760,29,2,3,Clothing,Skirt,COD,,,,,
B-38761,29,3,2,Clothing,Stole,COD,,,,,
B-38762,29,-3,3,Clothing,Saree,COD,,,,,
B-38763,35,14,2,Clothing,Stole,Credit Card,,,,,
B-38764,579,139,3,Electronics,Printers,Debit Card,,,,,
B-38765,29,-24,4,Clothing,Leggings,COD,,,,,
B-38766,593,213,4,Furniture,Bookcases,Debit Card,,,,,
B-38767,217,72,2,Furniture,Furnishings,COD,,,,,
B-38768,353,90,8,Clothing,Saree,COD,,,,,
B-38769,382,92,2,Electronics,Printers,COD,,,,,
B-38770,597,93,4,Furniture,Chairs,Debit Card,,,,,
B-38771,212,97,7,Clothing,Hankerchief,COD,,,,,
B-38772,689,90,5,Clothing,Saree,COD,,,,,
B-38773,28,-10,3,Clothing,Skirt,COD,,,,,
B-38774,34,12,3,Clothing,Hankerchief,Credit Card,,,,,
B-38775,600,-102,5,Electronics,Electronic Games,Debit Card,,,,,
B-38776,637,113,5,Clothing,Saree,UPI,,,,,
B-38777,616,-69,7,Furniture,Furnishings,Debit Card,,,,,
B-38778,624,37,2,Electronics,Electronic Games,Debit Card,,,,,
B-38779,28,4,1,Clothing,T-shirt,COD,,,,,
B-38780,584,-444,7,Electronics,Printers,UPI,,,,,
B-38781,28,6,4,Clothing,Skirt,COD,,,,,
B-38782,33,-1,1,Clothing,Saree,Credit Card,,,,,
B-38783,27,-20,2,Clothing,Hankerchief,COD,,,,,
B-38784,27,5,2,Clothing,Skirt,COD,,,,,
B-38785,27,4,3,Clothing,Skirt,COD,,,,,
B-38786,635,-349,5,Clothing,Saree,Debit Card,,,,,
B-38787,598,166,4,Furniture,Bookcases,UPI,,,,,
B-38788,636,-204,2,Electronics,Printers,Debit Card,,,,,
B-38789,27,9,2,Clothing,Hankerchief,COD,,,,,
B-38790,27,-6,4,Clothing,Hankerchief,COD,,,,,
B-38791,637,212,8,Electronics,Phones,Debit Card,,,,,
B-38792,290,110,9,Clothing,Stole,UPI,,,,,
B-38793,27,-25,2,Clothing,Stole,COD,,,,,
B-38794,632,-114,4,Furniture,Tables,UPI,,,,,
B-38795,643,-45,2,Electronics,Printers,Debit Card,,,,,
B-38796,652,13,6,Furniture,Furnishings,Debit Card,,,,,
B-38797,33,-27,1,Furniture,Chairs,Credit Card,,,,,
B-38798,26,2,2,Clothing,Hankerchief,COD,,,,,
B-38799,633,-633,11,Electronics,Accessories,UPI,,,,,
B-38800,26,9,2,Clothing,Leggings,COD,,,,,
B-38801,191,93,4,Clothing,Shirt,UPI,,,,,
B-38802,887,80,3,Electronics,Printers,UPI,,,,,
B-38803,637,261,2,Electronics,Printers,COD,,,,,
B-38804,670,15,5,Furniture,Bookcases,Debit Card,,,,,
B-38805,26,7,4,Clothing,Hankerchief,COD,,,,,
B-38806,676,195,5,Furniture,Bookcases,Debit Card,,,,,
B-38807,26,12,3,Clothing,Hankerchief,COD,,,,,
B-38808,26,-24,1,Clothing,Stole,COD,,,,,
B-38809,25,7,2,Clothing,Stole,COD,,,,,
B-38810,24,-30,1,Furniture,Chairs,COD,,,,,
B-38811,32,-12,1,Furniture,Chairs,Credit Card,,,,,
B-38812,31,-2,2,Clothing,Saree,Credit Card,,,,,
B-38813,651,169,5,Electronics,Printers,COD,,,,,
B-38814,326,107,3,Furniture,Furnishings,UPI,,,,,
B-38815,30,-6,2,Clothing,Hankerchief,UPI,,,,,
B-38816,30,5,2,Clothing,Kurti,UPI,,,,,
B-38817,662,240,2,Furniture,Bookcases,COD,,,,,
B-38818,30,-23,2,Clothing,Saree,UPI,,,,,
B-38819,29,9,3,Clothing,Saree,UPI,,,,,
B-38820,28,1,1,Electronics,Accessories,UPI,,,,,
B-38821,28,-3,2,Clothing,Saree,UPI,,,,,
B-38822,24,2,4,Clothing,Hankerchief,COD,,,,,
B-38823,28,-26,2,Clothing,Stole,UPI,,,,,
B-38824,27,5,1,Clothing,Stole,UPI,,,,,
B-38825,27,-15,1,Clothing,Stole,UPI,,,,,
B-38826,24,11,3,Clothing,Hankerchief,COD,,,,,
B-38827,23,-6,4,Clothing,Hankerchief,COD,,,,,
B-38828,322,193,5,Electronics,Printers,COD,,,,,
B-38829,688,-103,6,Electronics,Accessories,Debit Card,,,,,
B-38830,23,-3,1,Clothing,Shirt,COD,,,,,
B-38831,26,3,3,Clothing,Skirt,UPI,,,,,
B-38832,68,-56,2,Electronics,Phones,COD,,,,,
B-38833,462,169,4,Clothing,Saree,COD,,,,,
B-38834,941,203,3,Furniture,Tables,UPI,,,,,
B-38835,23,4,2,Clothing,Skirt,COD,,,,,
B-38836,720,43,2,Electronics,Printers,UPI,,,,,
B-38837,724,-447,4,Electronics,Electronic Games,UPI,,,,,
B-38838,724,253,2,Furniture,Bookcases,UPI,,,,,
B-38839,26,10,4,Clothing,Hankerchief,UPI,,,,,
B-38840,22,-2,3,Clothing,Hankerchief,COD,,,,,
B-38841,711,-8,4,Clothing,Saree,Debit Card,,,,,
B-38842,107,31,5,Clothing,T-shirt,COD,,,,,
B-38843,765,-153,2,Electronics,Phones,Debit Card,,,,,
B-38844,22,8,2,Clothing,Leggings,COD,,,,,
B-38845,26,-5,2,Clothing,Stole,UPI,,,,,
B-38846,22,8,3,Clothing,Hankerchief,COD,,,,,
B-38847,743,89,5,Electronics,Printers,UPI,,,,,
B-38848,22,-15,4,Clothing,Kurti,COD,,,,,
B-38849,781,594,6,Electronics,Printers,Debit Card,,,,,
B-38850,25,-2,5,Clothing,Hankerchief,UPI,,,,,
B-38851,25,2,2,Clothing,Hankerchief,UPI,,,,,
B-38852,119,43,5,Clothing,T-shirt,COD,,,,,
B-38853,785,52,2,Electronics,Phones,Debit Card,,,,,
B-38854,183,-66,5,Electronics,Phones,UPI,,,,,
B-38855,22,4,1,Clothing,Stole,COD,,,,,
B-38856,642,180,5,Clothing,Saree,COD,,,,,
B-38857,767,-353,5,Clothing,Trousers,COD,,,,,
B-38858,770,323,3,Electronics,Accessories,COD,,,,,
B-38859,21,-17,3,Clothing,Shirt,COD,,,,,
B-38860,21,-6,3,Clothing,Leggings,COD,,,,,
B-38861,492,187,2,Electronics,Accessories,UPI,,,,,
B-38862,816,-96,3,Electronics,Printers,Debit Card,,,,,
B-38863,25,2,3,Clothing,Kurti,Credit Card,,,,,
B-38864,802,120,7,Electronics,Accessories,COD,,,,,
B-38865,811,154,7,Electronics,Accessories,UPI,,,,,
B-38866,835,267,5,Electronics,Phones,Debit Card,,,,,
B-38867,21,-5,1,Electronics,Accessories,COD,,,,,
B-38868,450,-190,4,Furniture,Bookcases,COD,,,,,
B-38869,24,-1,4,Clothing,Skirt,Credit Card,,,,,
B-38870,832,0,3,Clothing,Trousers,UPI,,,,,
B-38871,833,93,3,Clothing,Trousers,UPI,,,,,
B-38872,20,6,1,Clothing,T-shirt,COD,,,,,
B-38873,23,-5,7,Clothing,Hankerchief,Credit Card,,,,,
B-38874,550,-242,5,Furniture,Furnishings,UPI,,,,,
B-38875,148,-91,2,Electronics,Phones,COD,,,,,
B-38876,846,9,2,Furniture,Chairs,Debit Card,,,,,
B-38877,856,385,6,Electronics,Printers,COD,,,,,
B-38878,871,131,2,Furniture,Bookcases,UPI,,,,,
B-38879,19,-18,4,Clothing,Kurti,COD,,,,,
B-38880,610,-66,2,Furniture,Tables,COD,,,,,
B-38881,880,97,8,Furniture,Furnishings,Debit Card,,,,,
B-38882,22,-8,4,Clothing,Hankerchief,Credit Card,,,,,
B-38883,22,11,2,Clothing,Skirt,Credit Card,,,,,
B-38884,21,4,3,Clothing,Hankerchief,Credit Card,,,,,
B-38885,18,1,3,Clothing,Hankerchief,COD,,,,,
B-38886,911,202,7,Furniture,Chairs,COD,,,,,
B-38887,18,2,3,Clothing,Hankerchief,COD,,,,,
B-38888,911,355,5,Electronics,Phones,Debit Card,,,,,
B-38889,143,-129,2,Electronics,Phones,COD,,,,,
B-38890,918,22,9,Electronics,Electronic Games,COD,,,,,
B-38891,925,-447,5,Electronics,Electronic Games,COD,,,,,
B-38892,17,8,2,Clothing,Skirt,COD,,,,,
B-38893,465,207,9,Clothing,Saree,COD,,,,,
B-38894,17,-9,3,Clothing,Stole,COD,,,,,
B-38895,935,114,4,Electronics,Electronic Games,UPI,,,,,
B-38896,16,-10,2,Clothing,T-shirt,COD,,,,,
B-38897,954,95,3,Electronics,Printers,UPI,,,,,
B-38898,915,-99,3,Furniture,Tables,Debit Card,,,,,
B-38899,955,305,3,Electronics,Printers,Debit Card,,,,,
B-38900,976,293,4,Electronics,Accessories,COD,,,,,
B-38901,1069,0,6,Clothing,Saree,EMI,,,,,
B-38902,19,-15,3,Clothing,Hankerchief,Credit Card,,,,,
B-38903,16,6,3,Clothing,Hankerchief,COD,,,,,
B-38904,1030,206,8,Electronics,Printers,UPI,,,,,
B-38905,620,82,6,Electronics,Accessories,COD,,,,,
B-38906,16,8,2,Clothing,Hankerchief,COD,,,,,
B-38907,19,8,2,Clothing,Hankerchief,Credit Card,,,,,
B-38908,249,-130,4,Electronics,Phones,UPI,,,,,
B-38909,16,6,1,Clothing,Stole,COD,,,,,
B-38910,1361,197,9,Furniture,Bookcases,COD,,,,,
B-38911,15,1,1,Clothing,Shirt,COD,,,,,
B-38912,1076,-38,4,Electronics,Printers,COD,,,,,
B-38913,18,2,3,Clothing,Hankerchief,Credit Card,,,,,
B-38914,1101,352,3,Furniture,Bookcases,UPI,,,,,
B-38915,15,2,1,Clothing,Leggings,COD,,,,,
B-38916,1104,209,4,Clothing,Trousers,UPI,,,,,
B-38917,14,2,1,Clothing,Hankerchief,COD,,,,,
B-38918,14,5,1,Clothing,Hankerchief,COD,,,,,
B-38919,14,-3,2,Clothing,Leggings,COD,,,,,
B-38920,14,-1,4,Clothing,Kurti,COD,,,,,
B-38921,13,-8,1,Clothing,T-shirt,COD,,,,,
B-38922,13,-1,3,Clothing,Hankerchief,COD,,,,,
B-38923,1275,1148,7,Furniture,Bookcases,EMI,,,,,
B-38924,17,1,2,Clothing,Skirt,Credit Card,,,,,
B-38925,13,0,2,Clothing,Hankerchief,COD,,,,,
B-38926,1270,546,11,Electronics,Electronic Games,EMI,,,,,
B-38927,13,-2,1,Clothing,Stole,COD,,,,,
B-38928,13,3,1,Clothing,Leggings,COD,,,,,
B-38929,17,5,1,Clothing,Hankerchief,UPI,,,,,
B-38930,13,-13,2,Clothing,Skirt,COD,,,,,
B-38931,13,-9,2,Clothing,Skirt,COD,,,,,
B-38932,1263,-56,5,Clothing,Trousers,EMI,,,,,
B-38933,1629,-153,3,Electronics,Phones,COD,,,,,
B-38934,17,7,3,Clothing,Hankerchief,UPI,,,,,
B-38935,17,2,2,Clothing,Skirt,UPI,,,,,
B-38936,1250,-12,2,Electronics,Printers,EMI,,,,,
B-38937,17,-11,3,Clothing,Skirt,UPI,,,,,
B-38938,977,-244,7,Electronics,Phones,COD,,,,,
B-38939,1246,62,3,Furniture,Bookcases,EMI,,,,,
B-38940,12,1,2,Clothing,Hankerchief,COD,,,,,
B-38941,11,-4,2,Clothing,Skirt,COD,,,,,
B-38942,1327,318,8,Furniture,Chairs,EMI,,,,,
B-38943,1319,567,5,Electronics,Printers,COD,,,,,
B-38944,1402,109,11,Clothing,Saree,EMI,,,,,
B-38945,1514,742,4,Electronics,Printers,EMI,,,,,
B-38946,1351,111,6,Electronics,Electronic Games,COD,,,,,
B-38947,1355,-60,5,Clothing,Trousers,COD,,,,,
B-38948,10,2,2,Clothing,Hankerchief,COD,,,,,
B-38949,10,-2,2,Clothing,Leggings,COD,,,,,
B-38950,1582,-443,6,Clothing,Trousers,EMI,,,,,
B-38951,1218,352,9,Furniture,Bookcases,EMI,,,,,
B-38952,321,315,5,Clothing,Saree,UPI,,,,,
B-38953,736,346,5,Electronics,Printers,COD,,,,,
B-38954,1218,-420,8,Furniture,Bookcases,COD,,,,,
B-38955,1027,441,8,Clothing,Saree,COD,,,,,
B-38956,10,5,1,Clothing,Stole,COD,,,,,
B-38957,2366,552,5,Clothing,Trousers,UPI,,,,,
B-38958,9,-6,2,Clothing,Hankerchief,COD,,,,,
B-38959,16,-12,2,Clothing,Stole,UPI,,,,,
B-38960,9,3,1,Clothing,Skirt,COD,,,,,
B-38961,1560,421,3,Clothing,Trousers,COD,,,,,
B-38962,1137,568,2,Clothing,Trousers,EMI,,,,,
B-38963,9,-9,2,Clothing,Kurti,COD,,,,,
B-38964,15,-7,1,Clothing,Hankerchief,UPI,,,,,
B-38965,14,5,1,Clothing,Hankerchief,UPI,,,,,
B-38966,14,7,2,Clothing,Hankerchief,UPI,,,,,
B-38967,8,-2,2,Clothing,Hankerchief,COD,,,,,
B-38968,1389,680,7,Clothing,Saree,COD,,,,,
B-38969,8,-1,2,Clothing,Leggings,COD,,,,,
B-38970,8,-2,1,Clothing,Stole,COD,,,,,
B-38971,13,4,1,Clothing,Leggings,UPI,,,,,
B-38972,8,-6,1,Clothing,Stole,COD,,,,,
B-38973,12,2,2,Clothing,Skirt,Credit Card,,,,,
B-38974,1716,309,7,Electronics,Accessories,COD,,,,,
B-38975,1117,447,10,Furniture,Bookcases,EMI,,,,,
B-38976,9,-6,2,Clothing,Skirt,Credit Card,,,,,
B-38977,332,503,3,Electronics,Printers,COD,,,,,
B-38978,7,-4,3,Clothing,Hankerchief,COD,,,,,
B-38979,8,-2,3,Clothing,Hankerchief,Credit Card,,,,,
B-38980,2061,701,5,Furniture,Bookcases,UPI,,,,,
B-38981,1103,276,3,Furniture,Chairs,EMI,,,,,
B-38982,2103,322,8,Electronics,Electronic Games,UPI,,,,,
B-38983,2115,23,5,Furniture,Chairs,COD,,,,,
B-38984,850,-289,5,Electronics,Electronic Games,COD,,,,,
B-38985,1063,64,7,Electronics,Phones,EMI,,,,,
B-38986,1063,-175,4,Electronics,Electronic Games,EMI,,,,,
B-38987,2292,127,7,Furniture,Bookcases,COD,,,,,
B-38988,7,-1,2,Clothing,Hankerchief,Credit Card,,,,,
B-38989,2452,191,7,Furniture,Bookcases,UPI,,,,,
B-38990,2457,665,11,Electronics,Electronic Games,EMI,,,,,
B-38991,4,-3,1,Clothing,Skirt,Credit Card,,,,,
B-38992,2830,-1981,13,Furniture,Bookcases,EMI,,,,,
B-38993,7,1,1,Clothing,Hankerchief,COD,,,,,
B-38994,7,0,2,Clothing,Skirt,COD,,,,,
B-38995,7,-3,2,Clothing,Hankerchief,COD,,,,,
B-38996,3151,-35,7,Clothing,Trousers,EMI,,,,,
B-38997,4141,1698,13,Electronics,Printers,COD,,,,,
B-38998,7,-2,1,Clothing,Hankerchief,COD,,,,,
B-38999,4363,305,5,Furniture,Tables,EMI,,,,,
B-39000,1096,658,7,Electronics,Electronic Games,COD,,,,,
B-39001,5729,64,14,Furniture,Chairs,EMI,,,,,
B-39002,2927,146,8,Furniture,Bookcases,EMI,,,,,
B-39003,2847,712,8,Electronics,Printers,Credit Card,,,,,
B-39004,2617,1151,4,Electronics,Phones,Credit Card,,,,,
B-39005,2244,247,4,Clothing,Trousers,Credit Card,,,,,
B-39006,275,-275,4,Clothing,Saree,COD,,,,,
B-39007,387,-213,5,Clothing,Saree,UPI,,,,,
B-39008,50,-44,2,Clothing,Hankerchief,UPI,,,,,
B-39009,135,-54,5,Clothing,Kurti,COD,,,,,
B-39010,231,-190,9,Clothing,Hankerchief,COD,,,,,
B-39011,2125,-234,6,Electronics,Printers,EMI,,,,,
B-39012,3873,-891,6,Electronics,Phones,Credit Card,,,,,
B-39013,729,-492,5,Furniture,Bookcases,UPI,,,,,
B-39014,2188,1050,5,Furniture,Bookcases,Credit Card,,,,,
B-39015,6,-3,1,Clothing,Hankerchief,UPI,,,,,
B-39016,1854,433,5,Furniture,Bookcases,Credit Card,,,,,
B-39017,6,1,1,Clothing,Kurti,UPI,,,,,
B-39018,2093,721,5,Furniture,Chairs,Credit Card,,,,,
B-39019,7,-1,2,Clothing,Skirt,UPI,,,,,
B-39020,1622,-624,5,Furniture,Tables,Credit Card,,,,,
B-39021,1622,95,5,Electronics,Printers,Credit Card,,,,,
B-39022,373,254,6,Electronics,Printers,UPI,,,,,
B-39023,82,-33,4,Clothing,Kurti,COD,,,,,
B-39024,8,2,2,Clothing,Skirt,UPI,,,,,
B-39025,1954,782,3,Electronics,Phones,Credit Card,,,,,
B-39026,1543,370,8,Electronics,Printers,Credit Card,,,,,
B-39027,1506,-266,6,Electronics,Printers,Credit Card,,,,,
B-39028,1829,-56,6,Furniture,Tables,Credit Card,,,,,
B-39029,9,-1,3,Clothing,Skirt,UPI,,,,,
B-39030,1461,202,5,Furniture,Tables,EMI,,,,,
B-39031,391,113,8,Clothing,Stole,COD,,,,,
B-39032,1824,1303,8,Electronics,Phones,Credit Card,,,,,
B-39033,16,-15,4,Clothing,Hankerchief,UPI,,,,,
B-39034,1745,122,2,Furniture,Tables,Credit Card,,,,,
B-39035,663,-212,5,Electronics,Printers,UPI,,,,,
B-39036,10,-1,1,Clothing,Leggings,UPI,,,,,
B-39037,1630,802,5,Furniture,Tables,EMI,,,,,
B-39038,12,0,2,Clothing,Hankerchief,UPI,,,,,
B-39039,12,-7,2,Clothing,Leggings,UPI,,,,,
B-39040,1709,564,3,Clothing,Trousers,Credit Card,,,,,
B-39041,12,3,1,Clothing,Stole,UPI,,,,,
B-39042,1625,-77,3,Electronics,Phones,EMI,,,,,
B-39043,13,5,2,Clothing,Hankerchief,UPI,,,,,
B-39044,1361,980,3,Furniture,Tables,COD,,,,,
B-39045,1622,-448,3,Electronics,Phones,EMI,,,,,
B-39046,1547,340,6,Electronics,Accessories,EMI,,,,,
B-39047,1657,460,4,Furniture,Chairs,Credit Card,,,,,
B-39048,1603,0,9,Clothing,Saree,Credit Card,,,,,
B-39049,1549,-439,4,Electronics,Phones,Credit Card,,,,,
B-39050,1183,106,4,Electronics,Printers,EMI,,,,,
B-39051,74,-123,8,Clothing,Skirt,UPI,,,,,
B-39052,1499,239,13,Clothing,Saree,Credit Card,,,,,
B-39053,1120,199,6,Clothing,Saree,EMI,,,,,
B-39054,15,-2,1,Clothing,T-shirt,Debit Card,,,,,
B-39055,1487,624,3,Clothing,Trousers,Credit Card,,,,,
B-39056,1118,206,2,Furniture,Tables,Credit Card,,,,,
B-39057,11,-5,2,Clothing,Hankerchief,COD,,,,,
B-39058,15,4,1,Clothing,Hankerchief,Debit Card,,,,,
B-39059,1364,1864,5,Furniture,Tables,Credit Card,,,,,
B-39060,1337,147,7,Electronics,Printers,Credit Card,,,,,
B-39061,15,2,1,Clothing,Leggings,Debit Card,,,,,
B-39062,322,-193,5,Electronics,Printers,UPI,,,,,
B-39063,1316,527,7,Electronics,Electronic Games,Credit Card,,,,,
B-39064,1314,342,3,Furniture,Bookcases,Credit Card,,,,,
B-39065,17,7,3,Clothing,Hankerchief,Debit Card,,,,,
B-39066,17,2,2,Clothing,Skirt,Debit Card,,,,,
B-39067,17,-12,5,Clothing,Skirt,Debit Card,,,,,
